v2 LocusID,v1 LocusID,Uniprot Acc N°,EMBL
Ec-08_002490,Esi_0007_0184,D8LRU6,CBN73863.1
Ec-08_002500,Esi_0007_0185,D8LRU7,CBN73864.1
Ec-08_002510,Esi_0007_0189,D8LRU8,CBN73865.1
Ec-08_002520,Esi_0007_0191,D8LRU9,CBN73866.1
Ec-08_002530,Esi_0007_0192,D8LRV0,CBN73867.1
Ec-08_002540,Esi_0007_0194,D8LRV1,CBN73868.1
Ec-08_002560,Esi_0007_0195,D8LRV2,CBN73869.1
Ec-08_002570,Esi_0007_0197,D8LRV3,CBN73870.1
Ec-08_002580,Esi_0007_0198,D8LRV4,CBN73871.1
,Esi_0007_0199,D8LRV5,CBN73872.1
Ec-08_002590,Esi_0007_0201,D8LRV6,CBN73873.1
Ec-08_002600,Esi_0007_0202,D8LRV7,CBN73874.1
Ec-08_002610,Esi_0007_0203,D8LRV8,CBN73875.1
Ec-08_002630,Esi_0007_0204,D8LRV9,CBN73876.1
Ec-08_002650,Esi_0007_0205,D8LRW0,CBN73877.1
Ec-08_002660,Esi_0007_0206,D8LRW1,CBN73878.1
,Esi_0007_0209,D8LRW2,CBN73879.1
Ec-08_002680,Esi_0007_0211,D8LRW3,CBN73880.1
,Esi_0007_0214,D8LRW4,CBN73881.1
,Esi_0007_0215,D8LRW5,CBN73882.1
Ec-08_002700,Esi_0007_0219,D8LRW6,CBN73883.1
Ec-08_002710,Esi_0007_0220,D8LRW7,CBN73884.1
Ec-08_002720,Esi_0007_0222,D8LRW8,CBN73885.1
Ec-08_002730,Esi_0007_0224,D8LRW9,CBN73886.1
Ec-08_002740,Esi_0007_0227,D8LRX0,CBN73887.1
Ec-08_002750,Esi_0007_0228,D8LRX1,CBN73888.1
Ec-08_002760,Esi_0007_0230,D8LRX2,CBN73889.1
Ec-08_002770,Esi_0007_0232,D8LRX3,CBN73890.1
Ec-08_002780,Esi_0007_0233,D8LRX4,CBN73891.1
Ec-08_002800,Esi_0007_0234,D8LRX5,CBN73892.1
Ec-08_002820,Esi_0007_0237,D8LRX6,CBN73893.1
Ec-08_002840,Esi_0007_0238,D8LRX7,CBN73894.1
Ec-08_002850,Esi_0007_0239,D8LRX8,CBN73895.1
Ec-08_002860,Esi_0007_0240,D8LRX9,CBN73896.1
Ec-08_002870,Esi_0007_0241,D8LRY0,CBN73897.1
Ec-08_001380,Esi_0007_0267,,
Ec-08_001390,Esi_0007_0268,,
Ec-08_001510,Esi_0007_0269,,
Ec-08_001680,Esi_0007_0270,,
Ec-08_001260,Esi_0007_0271,,
Ec-08_002550,Esi_0007_0276,,
Ec-08_002620,Esi_0007_0277,,
Ec-08_001350,Esi_0007_0278,,
Ec-08_001980,Esi_0007_0279,,
Ec-08_002160,Esi_0007_0280,,
Ec-08_002230,Esi_0007_0281,,
Ec-08_001310,Esi_0007_0282,,
Ec-08_002410,Esi_0007_0283,,
Ec-08_002380,Esi_0007_0284,,
Ec-08_002640,Esi_0007_0285,,
Ec-08_001360,Esi_0007_0286,,
Ec-08_002670,Esi_0007_0287,,
Ec-08_002690,Esi_0007_0288,,
Ec-08_002790,Esi_0007_0289,,
Ec-08_002810,Esi_0007_0290,,
Ec-08_002830,Esi_0007_0291,,
Ec-08_001440,Esi_0007_0292,,
Ec-08_001450,Esi_0007_0293,,
Ec-08_001520,Esi_0007_0294,,
Ec-08_001550,Esi_0007_0295,,
Ec-08_001570,Esi_0007_0296,,
Ec-08_001590,Esi_0007_0297,,
Ec-08_001240,Esi_0007_0298,,
Ec-08_001610,Esi_0007_0299,,
Ec-08_001620,Esi_0007_0300,,
Ec-08_001640,Esi_0007_0301,,
Ec-08_001730,Esi_0007_0302,,
Ec-08_001850,Esi_0007_0303,,
Ec-08_001870,Esi_0007_0304,,
Ec-08_001910,Esi_0007_0305,,
Ec-08_001930,Esi_0007_0306,,
Ec-08_001290,Esi_0007_0307,,
Ec-08_002080,Esi_0007_0308,,
Ec-01_012320,Esi_0008_0001,D7G6T5,CBJ25628.1
Ec-01_012310,Esi_0008_0002,D7G6T6,CBJ25629.1
Ec-01_012300,Esi_0008_0005,D7G6T7,CBJ25630.1
Ec-01_012290,Esi_0008_0007,D7G6T8,CBJ25631.1
Ec-01_012280,Esi_0008_0009,D7G6T9,CBJ25632.1
Ec-01_012270,Esi_0008_0013,D7G6U0,CBJ25633.1
Ec-01_012260,Esi_0008_0015,D7G6U1,CBJ25634.1
Ec-01_012250,Esi_0008_0016,D7G6U2,CBJ25635.1
Ec-01_012240,Esi_0008_0018,D7G6U3,CBJ25636.1
Ec-01_012230,Esi_0008_0020,D7G6U4,CBJ25637.1
Ec-01_012200,Esi_0008_0021,D7G6U5,CBJ25638.1
Ec-01_012190,Esi_0008_0023,D7G6U6,CBJ25639.1
Ec-01_012180,Esi_0008_0025,D7G6U7,CBJ25640.1
Ec-01_012170,Esi_0008_0027,D7G6U8,CBJ25641.1
Ec-01_012160,Esi_0008_0028,D7G6U9,CBJ25642.1
Ec-01_012150,Esi_0008_0029,D7G6V0,CBJ25643.1
Ec-01_012140,Esi_0008_0030,D7G6V1,CBJ25644.1
Ec-01_012130,Esi_0008_0031,D7G6V2,CBJ25645.1
Ec-01_012110,Esi_0008_0034,D7G6V3,CBJ25646.1
Ec-01_012100,Esi_0008_0036,D7G6V4,CBJ25647.1
Ec-01_012090,Esi_0008_0037,D7G6V5,CBJ25648.1
Ec-01_012080,Esi_0008_0039,D7G6V6,CBJ25649.1
Ec-01_012070,Esi_0008_0040,D7G6V7,CBJ25650.1
Ec-01_012060,Esi_0008_0042,D7G6V8,CBJ25651.1
Ec-01_012050,Esi_0008_0044,D7G6V9,CBJ25652.1
Ec-01_012040,Esi_0008_0045,D7G6W0,CBJ25653.1
Ec-01_012030,Esi_0008_0047,D7G6W1,CBJ25654.1
Ec-01_012020,Esi_0008_0050,D7G6W2,CBJ25655.1
Ec-01_012010,Esi_0008_0051,D7G6W3,CBJ25656.1
,Esi_0008_0057,D7G6W4,CBJ25657.1
Ec-01_011990,Esi_0008_0058,D7G6W5,CBJ25658.1
Ec-01_011980,Esi_0008_0060,D7G6W6,CBJ25659.1
Ec-01_011970,Esi_0008_0064,D7G6W7,CBJ25660.1
Ec-01_011960,Esi_0008_0065,D7G6W8,CBJ25661.1
Ec-01_011950,Esi_0008_0066,D7G6W9,CBJ25662.1
Ec-01_011940,Esi_0008_0068,D7G6X0,CBJ25663.1
Ec-01_011930,Esi_0008_0069,D7G6X1,CBJ25664.1
Ec-01_011920,Esi_0008_0070,D7G6X2,CBJ25665.1
Ec-01_011910,Esi_0008_0072,D7G6X3,CBJ25666.1
Ec-01_011900,Esi_0008_0073,D7G6X4,CBJ25667.1
Ec-01_011880,Esi_0008_0074,D7G6X5,CBJ25668.1
Ec-01_011870,Esi_0008_0075,D7G6X6,CBJ25669.1
Ec-01_011850,Esi_0008_0078,D7G6X7,CBJ25670.1
Ec-01_011840,Esi_0008_0079,D7G6X8,CBJ25671.1
Ec-01_011830,Esi_0008_0080,D7G6X9,CBJ25672.1
Ec-01_011820,Esi_0008_0081,D7G6Y0,CBJ25673.1
Ec-01_011810,Esi_0008_0083,D7G6Y1,CBJ25674.1
Ec-01_011800,Esi_0008_0088,D7G6Y2,CBJ25675.1
Ec-01_011790,Esi_0008_0090,D7G6Y3,CBJ25676.1
Ec-01_011770,Esi_0008_0091,D7G6Y4,CBJ25677.1
Ec-01_011760,Esi_0008_0092,D7G6Y5,CBJ25678.1
Ec-01_011750,Esi_0008_0093,D7G6Y6,CBJ25679.1
Ec-01_011740,Esi_0008_0095,D7G6Y7,CBJ25680.1
Ec-01_011730,Esi_0008_0099,D7G6Y8,CBJ25681.1
Ec-01_011720,Esi_0008_0101,D7G6Y9,CBJ25682.1
Ec-01_011710,Esi_0008_0102,D7G6Z0,CBJ25683.1
Ec-01_011700,Esi_0008_0104,D7G6Z1,CBJ25684.1
Ec-01_011690,Esi_0008_0105,D7G6Z2,CBJ25685.1
Ec-01_011680,Esi_0008_0107,D7G6Z3,CBJ25686.1
Ec-01_011670,Esi_0008_0109,D7G6Z4,CBJ25687.1
Ec-01_011660,Esi_0008_0112,D7G6Z5,CBJ25688.1
Ec-01_011640,Esi_0008_0113,D7G6Z6,CBJ25689.1
Ec-01_011630,Esi_0008_0114,D7G6Z7,CBJ25690.1
,Esi_0008_0115,D7G6Z8,CBJ25691.1
Ec-01_011620,Esi_0008_0116,D7G6Z9,CBJ25692.1
Ec-01_011610,Esi_0008_0117,D7G700,CBJ25693.1
Ec-01_011600,Esi_0008_0118,D7G701,CBJ25694.1
Ec-01_011590,Esi_0008_0121,D7G702,CBJ25695.1
Ec-01_011580,Esi_0008_0122,D7G703,CBJ25696.1
Ec-01_011570,Esi_0008_0123,D7G704,CBJ25697.1
Ec-01_011560,Esi_0008_0125,D7G705,CBJ25698.1
Ec-01_011550,Esi_0008_0128,D7G706,CBJ25699.1
Ec-01_011540,Esi_0008_0132,D7G707,CBJ25700.1
Ec-01_011530,Esi_0008_0134,D7G708,CBJ25701.1
Ec-01_011520,Esi_0008_0135,D7G709,CBJ25702.1
Ec-01_011510,Esi_0008_0137,D7G710,CBJ25703.1
Ec-01_011500,Esi_0008_0138,D7G711,CBJ25704.1
Ec-01_011480,Esi_0008_0141,D7G712,CBJ25705.1
Ec-01_011470,Esi_0008_0144,D7G713,CBJ25706.1
Ec-01_011460,Esi_0008_0145,D7G714,CBJ25707.1
Ec-01_011450,Esi_0008_0147,D7G715,CBJ25708.1
Ec-01_011430,Esi_0008_0148,D7G716,CBJ25709.1
Ec-01_011420,Esi_0008_0150,D7G717,CBJ25710.1
Ec-01_011410,Esi_0008_0151,D7G718,CBJ25711.1
Ec-01_011400,Esi_0008_0155,D7G719,CBJ25712.1
Ec-01_011390,Esi_0008_0157,D7G720,CBJ25713.1
Ec-01_011370,Esi_0008_0160,D7G721,CBJ25714.1
Ec-01_011350,Esi_0008_0162,D7G722,CBJ25715.1
Ec-01_011320,Esi_0008_0166,D7G723,CBJ25716.1
Ec-01_011310,Esi_0008_0167,D7G724,CBJ25717.1
Ec-01_011300,Esi_0008_0169,D7G725,CBJ25718.1
Ec-01_011280,Esi_0008_0175,,
Ec-01_011270,Esi_0008_0177,D7G727,CBJ25720.1
Ec-01_011260,Esi_0008_0180,D7G728,CBJ25721.1
Ec-01_011250,Esi_0008_0181,D7G729,CBJ25722.1
Ec-01_011240,Esi_0008_0182,D7G730,CBJ25723.1
Ec-01_011230,Esi_0008_0183,D7G731,CBJ25724.1
Ec-01_011220,Esi_0008_0186,D7G732,CBJ25725.1
Ec-01_011210,Esi_0008_0189,D7G733,CBJ25726.1
Ec-01_011200,Esi_0008_0190,D7G734,CBJ25727.1
Ec-01_011190,Esi_0008_0191,D7G735,CBJ25728.1
Ec-01_011180,Esi_0008_0193,D7G736,CBJ25729.1
Ec-01_011170,Esi_0008_0194,D7G737,CBJ25730.1
Ec-01_011160,Esi_0008_0196,D7G738,CBJ25731.1
Ec-01_011150,Esi_0008_0197,D7G739,CBJ25732.1
Ec-01_011140,Esi_0008_0198,D7G740,CBJ25733.1
Ec-01_011130,Esi_0008_0199,D7G741,CBJ25734.1
Ec-01_011120,Esi_0008_0201,D7G742,CBJ25735.1
Ec-01_011110,Esi_0008_0202,D7G743,CBJ25736.1
Ec-01_011100,Esi_0008_0203,D7G744,CBJ25737.1
Ec-01_011090,Esi_0008_0204,D7G745,CBJ25738.1
Ec-01_011080,Esi_0008_0205,D7G746,CBJ25739.1
Ec-01_011070,Esi_0008_0206,D7G747,CBJ25740.1
Ec-01_011060,Esi_0008_0207,D7G748,CBJ25741.1
Ec-01_011050,Esi_0008_0208,D7G749,CBJ25742.1
Ec-01_011040,Esi_0008_0209,D7G750,CBJ25743.1
Ec-01_011030,Esi_0008_0210,D7G751,CBJ25744.1
Ec-01_011020,Esi_0008_0212,D7G752,CBJ25745.1
Ec-01_011010,Esi_0008_0214,D7G753,CBJ25746.1
Ec-01_011000,Esi_0008_0215,D7G754,CBJ25747.1
Ec-01_010990,Esi_0008_0216,D7G755,CBJ25748.1
Ec-01_010970,Esi_0008_0217,D7G756,CBJ25749.1
Ec-01_010960,Esi_0008_0219,D7G757,CBJ25750.1
Ec-01_010950,Esi_0008_0222,D7G758,CBJ25751.1
Ec-01_010940,Esi_0008_0223,D7G759,CBJ25752.1
Ec-01_010930,Esi_0008_0224,D7G760,CBJ25753.1
Ec-01_010920,Esi_0008_0225,D7G761,CBJ25754.1
Ec-01_010910,Esi_0008_0226,D7G762,CBJ25755.1
Ec-01_010900,Esi_0008_0227,D7G763,CBJ25756.1
Ec-01_010890,Esi_0008_0228,D7G764,CBJ25757.1
Ec-01_010880,Esi_0008_0229,D7G765,CBJ25758.1
Ec-01_010870,Esi_0008_0230,D7G766,CBJ25759.1
Ec-01_010860,Esi_0008_0231,D7G767,CBJ25760.1
Ec-01_010850,Esi_0008_0232,D7G768,CBJ25761.1
Ec-01_010840,Esi_0008_0233,D7G769,CBJ25762.1
Ec-01_010830,Esi_0008_0234,D7G770,CBJ25763.1
Ec-01_010820,Esi_0008_0235,D7G771,CBJ25764.1
Ec-01_010800,Esi_0008_0236,D7G772,CBJ25765.1
,Esi_0008_0237,D7G773,CBJ25766.1
Ec-01_010790,Esi_0008_0238,D7G774,CBJ25767.1
,Esi_0008_0239,D7G775,CBJ25768.1
Ec-01_010780,Esi_0008_0240,D7G776,CBJ25769.1
Ec-01_010770,Esi_0008_0241,D7G777,CBJ25770.1
Ec-01_010760,Esi_0008_0242,D7G778,CBJ25771.1
Ec-01_010750,Esi_0008_0244,D7G779,CBJ25772.1
Ec-01_010740,Esi_0008_0245,D7G780,CBJ25773.1
Ec-01_010730,Esi_0008_0246,D7G781,CBJ25774.1
Ec-01_010720,Esi_0008_0247,D7G782,CBJ25775.1
Ec-01_010710,Esi_0008_0249,D7G783,CBJ25776.1
Ec-01_010700,Esi_0008_0250,D7G784,CBJ25777.1
Ec-01_010690,Esi_0008_0251,D7G785,CBJ25778.1
Ec-01_012210,Esi_0008_0268,,
Ec-01_011650,Esi_0008_0269,,
Ec-01_012220,Esi_0008_0270,,
Ec-01_011380,Esi_0008_0271,,
Ec-01_011360,Esi_0008_0272,,
Ec-01_011340,Esi_0008_0273,,
Ec-01_011330,Esi_0008_0274,,
Ec-01_011290,Esi_0008_0275,,
Ec-01_010980,Esi_0008_0276,,
Ec-01_010810,Esi_0008_0277,,
Ec-01_012120,Esi_0008_0278,,
Ec-01_012000,Esi_0008_0279,,
Ec-01_011890,Esi_0008_0280,,
Ec-01_011860,Esi_0008_0281,,
Ec-01_011780,Esi_0008_0282,,
Ec-01_011490,Esi_0008_0283,,
Ec-01_011440,Esi_0008_0284,,
Ec-28_003780,Esi_0009_0001,D8LTK1,CBN73898.1
Ec-28_003770,Esi_0009_0004,D8LTK2,CBN73899.1
Ec-28_003760,Esi_0009_0006,D8LTK3,CBN73900.1
Ec-28_003750,Esi_0009_0008,D8LTK4,CBN73901.1
Ec-28_003740,Esi_0009_0009,D8LTK5,CBN73902.1
Ec-28_003730,Esi_0009_0010,D8LTK6,CBN73903.1
Ec-28_003720,Esi_0009_0011,D8LTK7,CBN73904.1
Ec-28_003710,Esi_0009_0012,D8LTK8,CBN73905.1
Ec-28_003700,Esi_0009_0013,D8LTK9,CBN73906.1
,Esi_0009_0017,D8LTL0,CBN73907.1
,Esi_0009_0019,D8LTL1,CBN73908.1
Ec-28_003690,Esi_0009_0023,D8LTL2,CBN73909.1
Ec-28_003680,Esi_0009_0025,D8LTL3,CBN73910.1
Ec-28_003670,Esi_0009_0026,D8LTL4,CBN73911.1
Ec-28_003650,Esi_0009_0033,D8LTL5,CBN73912.1
Ec-28_003640,Esi_0009_0036,D8LTL6,CBN73913.1
Ec-28_003630,Esi_0009_0037,D8LTL7,CBN73914.1
Ec-28_003620,Esi_0009_0038,D8LTL8,CBN73915.1
Ec-28_003610,Esi_0009_0041,D8LTL9,CBN73916.1
Ec-28_003600,Esi_0009_0043,D8LTM0,CBN73917.1
Ec-28_003580,Esi_0009_0045,D8LTM1,CBN73918.1
Ec-28_003570,Esi_0009_0047,D8LTM2,CBN73919.1
Ec-28_003550,Esi_0009_0049,D8LTM3,CBN73920.1
Ec-28_003540,Esi_0009_0050,D8LTM4,CBN73921.1
Ec-28_003530,Esi_0009_0051,D8LTM5,CBN73922.1
Ec-28_003520,Esi_0009_0052,D8LTM6,CBN73923.1
Ec-28_003510,Esi_0009_0053,D8LTM7,CBN73924.1
Ec-28_003500,Esi_0009_0054,D8LTM8,CBN73925.1
Ec-28_003490,Esi_0009_0056,D8LTM9,CBN73926.1
Ec-28_003480,Esi_0009_0057,D8LTN0,CBN73927.1
Ec-28_003470,Esi_0009_0060,D8LTN1,CBN73928.1
Ec-28_003460,Esi_0009_0062,D8LTN2,CBN73929.1
Ec-28_003450,Esi_0009_0063,D8LTN3,CBN73930.1
Ec-28_003440,Esi_0009_0066,D8LTN4,CBN73931.1
Ec-28_003420,Esi_0009_0067,D8LTN5,CBN73932.1
Ec-28_003410,Esi_0009_0068,D8LTN6,CBN73933.1
Ec-28_003400,Esi_0009_0070,D8LTN7,CBN73934.1
Ec-28_003390,Esi_0009_0071,D8LTN8,CBN73935.1
Ec-28_003380,Esi_0009_0072,D8LTN9,CBN73936.1
Ec-28_003370,Esi_0009_0073,D8LTP0,CBN73937.1
Ec-28_003360,Esi_0009_0074,D8LTP1,CBN73938.1
,Esi_0009_0075,D8LTP2,CBN73939.1
Ec-28_003340,Esi_0009_0076,D8LTP3,CBN73940.1
Ec-28_003330,Esi_0009_0077,D8LTP4,CBN73941.1
Ec-28_003320,Esi_0009_0080,D8LTP5,CBN73942.1
Ec-28_003310,Esi_0009_0081,D8LTP6,CBN73943.1
Ec-28_003290,Esi_0009_0083,D8LTP7,CBN73944.1
Ec-28_003280,Esi_0009_0084,D8LTP8,CBN73945.1
Ec-28_003270,Esi_0009_0085,D8LTP9,CBN73946.1
Ec-28_003260,Esi_0009_0086,D8LTQ0,CBN73947.1
Ec-28_003250,Esi_0009_0087,D8LTQ1,CBN73948.1
Ec-28_003240,Esi_0009_0089,D8LTQ2,CBN73949.1
Ec-28_003220,Esi_0009_0090,D8LTQ3,CBN73950.1
Ec-28_003210,Esi_0009_0092,D8LTQ4,CBN73951.1
Ec-28_003200,Esi_0009_0093,D8LTQ5,CBN73952.1
Ec-28_003190,Esi_0009_0096,D8LTQ6,CBN73953.1
Ec-28_003180,Esi_0009_0099,D8LTQ7,CBN73954.1
Ec-28_003170,Esi_0009_0101,D8LTQ8,CBN73955.1
Ec-28_003160,Esi_0009_0102,D8LTQ9,CBN73956.1
,Esi_0009_0103,D8LTR0,CBN73957.1
Ec-28_003150,Esi_0009_0104,D8LTR1,CBN73958.1
Ec-28_003140,Esi_0009_0105,D8LTR2,CBN73959.1
Ec-28_003130,Esi_0009_0106,D8LTR3,CBN73960.1
Ec-28_003120,Esi_0009_0107,D8LTR4,CBN73961.1
Ec-28_003110,Esi_0009_0109,D8LTR5,CBN73962.1
Ec-28_003100,Esi_0009_0111,D8LTR6,CBN73963.1
Ec-28_003080,Esi_0009_0115,D8LTR7,CBN73964.1
Ec-28_003070,Esi_0009_0117,D8LTR8,CBN73965.1
Ec-28_003060,Esi_0009_0118,D8LTR9,CBN73966.1
Ec-28_003050,Esi_0009_0122,D8LTS0,CBN73967.1
Ec-28_003040,Esi_0009_0126,D8LTS1,CBN73968.1
Ec-28_003030,Esi_0009_0133,D8LTS2,CBN73969.1
Ec-28_003020,Esi_0009_0136,D8LTS3,CBN73970.1
Ec-28_003000,Esi_0009_0139,D8LTS4,CBN73971.1
Ec-28_002990,Esi_0009_0142,D8LTS5,CBN73972.1
Ec-28_002970,Esi_0009_0143,D8LTS6,CBN73973.1
Ec-28_002960,Esi_0009_0144,D8LTS7,CBN73974.1
Ec-28_002950,Esi_0009_0145,D8LTS8,CBN73975.1
Ec-28_002940,Esi_0009_0146,D8LTS9,CBN73976.1
Ec-28_002930,Esi_0009_0147,D8LTT0,CBN73977.1
Ec-28_002920,Esi_0009_0148,D8LTT1,CBN73978.1
Ec-28_002910,Esi_0009_0152,D8LTT2,CBN73979.1
Ec-28_002900,Esi_0009_0153,D8LTT3,CBN73980.1
Ec-28_002890,Esi_0009_0154,D8LTT4,CBN73981.1
Ec-28_002880,Esi_0009_0155,D8LTT5,CBN73982.1
Ec-28_002840,Esi_0009_0158,D8LTT6,CBN73983.1
Ec-28_002820,Esi_0009_0162,D8LTT7,CBN73984.1
Ec-28_002810,Esi_0009_0163,D8LTT8,CBN73985.1
Ec-28_002800,Esi_0009_0164,D8LTT9,CBN73986.1
Ec-28_002790,Esi_0009_0168,D8LTU0,CBN73987.1
Ec-28_002770,Esi_0009_0170,D8LTU1,CBN73988.1
Ec-28_002760,Esi_0009_0172,D8LTU2,CBN73989.1
Ec-28_002750,Esi_0009_0173,D8LTU3,CBN73990.1
Ec-28_002730,Esi_0009_0176,D8LTU4,CBN73991.1
Ec-28_002720,Esi_0009_0177,D8LTU5,CBN73992.1
Ec-28_002710,Esi_0009_0179,D8LTU6,CBN73993.1
Ec-28_002700,Esi_0009_0185,D8LTU7,CBN73994.1
Ec-28_002690,Esi_0009_0186,D8LTU8,CBN73995.1
Ec-28_002680,Esi_0009_0188,D8LTU9,CBN73996.1
Ec-28_002660,Esi_0009_0196,D8LTV0,CBN73997.1
Ec-28_002650,Esi_0009_0199,D8LTV1,CBN73998.1
Ec-28_002630,Esi_0009_0202,D8LTV2,CBN73999.1
Ec-28_002620,Esi_0009_0203,D8LTV3,CBN74000.1
Ec-28_002610,Esi_0009_0204,D8LTV4,CBN74001.1
Ec-28_002600,Esi_0009_0205,D8LTV5,CBN74002.1
Ec-28_002580,Esi_0009_0207,D8LTV6,CBN74003.1
Ec-28_002570,Esi_0009_0210,D8LTV7,CBN74004.1
Ec-28_002560,Esi_0009_0211,D8LTV8,CBN74005.1
Ec-28_002520,Esi_0009_0212,D8LTV9,CBN74006.1
Ec-28_003350,Esi_0009_0233,,
Ec-28_003090,Esi_0009_0234,,
Ec-28_002540,Esi_0009_0235,,
Ec-28_002530,Esi_0009_0236,,
Ec-28_003010,Esi_0009_0237,,
Ec-28_002590,Esi_0009_0240,,
Ec-28_002870,Esi_0009_0241,,
Ec-28_002860,Esi_0009_0242,,
Ec-28_002850,Esi_0009_0243,,
Ec-28_003300,Esi_0009_0244,,
Ec-28_002830,Esi_0009_0245,,
Ec-28_002780,Esi_0009_0246,,
Ec-28_002740,Esi_0009_0247,,
Ec-28_002670,Esi_0009_0248,,
Ec-28_002640,Esi_0009_0249,,
Ec-28_002550,Esi_0009_0250,,
Ec-28_003660,Esi_0009_0251,,
Ec-28_003590,Esi_0009_0252,,
Ec-28_003560,Esi_0009_0253,,
Ec-28_003430,Esi_0009_0254,,
Ec-28_003230,Esi_0009_0255,,
Ec-28_002980,Esi_0009_0256,,
Ec-20_003410,Esi_0010_0001,D8LBV4,CBN79137.1
Ec-20_003420,Esi_0010_0002,D8LBV5,CBN79138.1
Ec-20_003430,Esi_0010_0004,D8LBV6,CBN79139.1
Ec-20_003440,Esi_0010_0005,D8LBV7,CBN79140.1
Ec-20_003450,Esi_0010_0008,D8LBV8,CBN79141.1
Ec-20_003460,Esi_0010_0009,D8LBV9,CBN79142.1
Ec-20_003470,Esi_0010_0010,D8LBW0,CBN79143.1
Ec-20_003480,Esi_0010_0017,D8LBW1,CBN79144.1
Ec-20_003490,Esi_0010_0018,D8LBW2,CBN79145.1
Ec-20_003500,Esi_0010_0019,D8LBW3,CBN79146.1
Ec-20_003510,Esi_0010_0020,D8LBW4,CBN79147.1
Ec-20_003520,Esi_0010_0022,D8LBW5,CBN79148.1
Ec-20_003540,Esi_0010_0023,D8LBW6,CBN79149.1
Ec-20_003550,Esi_0010_0024,D8LBW7,CBN79150.1
Ec-20_003560,Esi_0010_0025,D8LBW8,CBN79151.1
Ec-20_003570,Esi_0010_0026,D8LBW9,CBN79152.1
Ec-20_003580,Esi_0010_0028,D8LBX0,CBN79153.1
Ec-20_003590,Esi_0010_0029,D8LBX1,CBN79154.1
Ec-20_003600,Esi_0010_0030,D8LBX2,CBN79155.1
Ec-20_003620,Esi_0010_0039,D8LBX3,CBN79156.1
Ec-20_003630,Esi_0010_0044,D8LBX4,CBN79157.1
Ec-20_003640,Esi_0010_0046,D8LBX5,CBN79158.1
Ec-20_003650,Esi_0010_0047,D8LBX6,CBN79159.1
Ec-20_003670,Esi_0010_0048,D8LBX7,CBN79160.1
Ec-20_003680,Esi_0010_0049,D8LBX8,CBN79161.1
Ec-20_003690,Esi_0010_0050,D8LBX9,CBN79162.1
Ec-20_003700,Esi_0010_0057,D8LBY0,CBN79163.1
Ec-20_003710,Esi_0010_0058,D8LBY1,CBN79164.1
Ec-20_003720,Esi_0010_0059,D8LBY2,CBN79165.1
Ec-20_003730,Esi_0010_0060,D8LBY3,CBN79166.1
Ec-20_003750,Esi_0010_0063,D8LBY5,CBN79168.1
Ec-20_003760,Esi_0010_0064,D8LBY6,CBN79169.1
Ec-20_003770,Esi_0010_0066,D8LBY7,CBN79170.1
Ec-20_003790,Esi_0010_0069,D8LBY8,CBN79171.1
Ec-20_003810,Esi_0010_0071,D8LBY9,CBN79172.1
Ec-20_003820,Esi_0010_0072,D8LBZ0,CBN79173.1
Ec-20_003830,Esi_0010_0075,D8LBZ1,CBN79174.1
Ec-20_003840,Esi_0010_0078,D8LBZ2,CBN79175.2
Ec-20_003850,Esi_0010_0080,D8LBZ3,CBN79176.1
Ec-20_003860,Esi_0010_0081,D8LBZ4,CBN79177.1
Ec-20_003870,Esi_0010_0082,D8LBZ5,CBN79178.1
Ec-20_003880,Esi_0010_0084,D8LBZ6,CBN79179.1
Ec-20_003890,Esi_0010_0086,D8LBZ7,CBN79180.1
Ec-20_003900,Esi_0010_0087,D8LBZ8,CBN79181.1
Ec-20_003910,Esi_0010_0088,D8LBZ9,CBN79182.1
Ec-20_003920,Esi_0010_0089,D8LC00,CBN79183.1
Ec-20_003930,Esi_0010_0091,D8LC01,CBN79184.1
Ec-20_003940,Esi_0010_0092,D8LC02,CBN79185.1
Ec-20_003950,Esi_0010_0093,D8LC03,CBN79186.1
Ec-20_003960,Esi_0010_0095,D8LC04,CBN79187.1
Ec-20_003970,Esi_0010_0097,D8LC05,CBN79188.1
Ec-20_003980,Esi_0010_0099,D8LC06,CBN79189.1
Ec-20_003990,Esi_0010_0100,D8LC07,CBN79190.1
Ec-20_004000,Esi_0010_0102,D8LC08,CBN79191.1
Ec-20_004010,Esi_0010_0104,D8LC09,CBN79192.1
Ec-20_004020,Esi_0010_0105,D8LC10,CBN79193.1
Ec-20_004030,Esi_0010_0106,D8LC11,CBN79194.1
Ec-20_004040,Esi_0010_0108,D8LC12,CBN79195.1
Ec-20_004050,Esi_0010_0111,D8LC13,CBN79196.1
Ec-20_004060,Esi_0010_0112,D8LC14,CBN79197.1
Ec-20_004070,Esi_0010_0114,D8LC15,CBN79198.1
Ec-20_004090,Esi_0010_0115,D8LC16,CBN79199.1
Ec-20_004100,Esi_0010_0116,D8LC17,CBN79200.1
Ec-20_004110,Esi_0010_0117,D8LC18,CBN79201.1
Ec-20_004110,Esi_0010_0119,D8LC19,CBN79202.1
Ec-20_004120,Esi_0010_0121,D8LC20,CBN79203.1
Ec-20_004140,Esi_0010_0123,D8LC21,CBN79204.1
Ec-20_004160,Esi_0010_0129,D8LC22,CBN79205.1
Ec-20_004160,Esi_0010_0131,D8LC23,CBN79206.1
Ec-20_004170,Esi_0010_0133,D8LC24,CBN79207.1
Ec-20_004180,Esi_0010_0135,D8LC25,CBN79208.1
